"X","tweet_text","tweet_sentiment"
873,"you know why Mac users were so happy to get TurdBolt? because @apple eschewed eSATA since its inception. nut kicks to DEAD Steve.","negative"
876,"More expensive @Apple products failing after less than 18 months.  No warranty, no recourse. Why is it we buy this junk again?","negative"
890,"@Apple pls let me know when yr sorti out problems wi ipadmini its freezing slow http://t.co/Ou8SsWA6jT","negative"
894,"Whoever downgrades from a iphone 6 to a 5S obviously doesn't understand the extra 20% battery life. Every morning my 5S is dead. @apple","negative"
895,"@Shagale @apple why'd you do this to us?!","negative"
898,"@HeadxCreeps @Apple fuck you apple","negative"
902,"This new phone sucks I can't make it stand up or on its side I can't wait for the iPhone 7 @apple fix this you dingles","negative"
903,"Idk if it's my phone or WHAT ! Ip6 ain't shit but problems. @apple fix this shit !!","negative"
904,"The iPhone 6 May Have A Longer Upgrade Cycle - If So, Expect Unit Sales To Fall $AAPL #aapl
http://t.co/eP1ZksHNqJ","negative"
906,"waiting a week for a DUNS number is preventing me from being able to build and release a client's iOS app. @apple why do you hate me so?","negative"
908,"last month ip cable this month earpiece, give me a break @apple","negative"
910,"More Evidence That Apple, Inc. Needs to Refresh Apple TV http://t.co/thn87b3iTb #AAPL","negative"
911,"@Apple sometimes I have to restart my phone to make Siri do speak selection and it's annoying #fixit","negative"
913,"#AAPL:Apple back in court with $1 billion on the line...http://t.co/MdUQi14XQK","negative"
923,"Julian Robertson Still Bullish On Apple Inc. http://t.co/TZR1tF5Gv6 #AAPL","negative"
927,"Why did @apple send me a new computer today and it is broken... #whyamihavingtomakegeniusbarappointmentsalready","negative"
928,"OK, utterly rediculous! Takes 2 hrs to do a simple thing like syncing a ringtone? Itunes Accessability is horific! Again! Rediculous! @Apple","negative"
931,"RT @SaifBinS3eed: This new phone sucks I can't make it stand up or on its side I can't wait for the iPhone 7 @apple fix this you dingles","negative"
936,"Hey @Apple I think u need a new product: iPster","negative"
941,"@BestBuySupport Now I'm being told because it was an @Apple product the price can't be overrided. Must pay full price then call back for an","negative"
945,"My phone died on 23% @apple what the fuck is this","negative"
950,"Note to @apple, Mail STILL has trouble sending.  The last update didn't fix it.  Mail that doesn't send?  Not so useful.","negative"
952,"Fucking goddamn stupid @apple @iTunes , ur too fucked up! #JustSayin #iTunes","negative"
954,"my phone dropped and this happened?? @apple you wanna help me out http://t.co/O76sbWX03n","negative"
959,"RT @ColtonObrian: My phone died on 23% @apple what the fuck is this","negative"
960,"Activation of AirDrop on iOS 8.1.1 kills WiFi !! What have you done @Apple ???","negative"
964,"@apple  #ios8 #iphone6 #issues device with voicemail. 4 the phone being a phone it seems under developed. Ie:listen message and take a note!","negative"
974,"@googlenexus Support said can't test NFC so can't assume my phone is not working. Keep saying can't DOES HELP. I'll go back to @Apple.","negative"
975,".@tim_cook That rage when dealing @Apple Geniuses when they maintain 'it's not a known issue' when a simple google search shows it's a big 1","negative"
978,"@Apple help! My Mac memory has been cleared and now it's asking for a password? It's not the old one and I can't get on it!","negative"
982,"@RedXPower @ChristmasCount @Apple apples are meant to be healthy","negative"
983,"@RedXPower @ChristmasCount @Apple but these phones make people fat lol","negative"
987,"#Siri never understands me. She just said she was 'new 2 my language' and didn't get me. I speak English without major accent. #Apple @Apple","negative"
988,"BLOCK TRADE detected in #AAPL","negative"
992,"@BedBathBeyond you're selling this lightning cord, doesn't work. #AccessoryMayNotBeSupported @apple what's the deal? http://t.co/QvqDqbIlnL","negative"
995,"@BedBathBeyond I could of just gone to Canal Street for a knockoff #CmonMan And @apple Why must I pay $30 for a lightning cord?","negative"
998,"Another lawsuit against @Apple - this one is about #iPod antitrust tactics in #iTunes http://t.co/QSA1R6soQe","negative"
999,"@Apple to Pay $24 Million for Infringing on Ancient Pager #Patents http://t.co/L1Mn38VvmV Sure...why not. #intellectualproperty #IP #pgsIP","negative"
1001,"@apple why can't i fnd netbot on app store !? help ASAP","negative"
1004,"Wow. Yall needa step it up @Apple RT @heynyla: Music and snapchat at the same damn time. Thank you #Note4","negative"
1005,"You should be able to leave FaceTime video messages @apple","negative"
1007,"@sampepper can not believe that @apple are still with you given the nature of what u have been accused of.   disgusting.","negative"
1008,"Why can't I hide the gray controller on the DVD player? What heck? @apple http://t.co/izCIqWbtFL","negative"
1010,"@pdbogen Yeah, it's not for everyone. I sold my soul to @Apple a while ago. Thanks for the link!","negative"
1011,"@whereiscooldude @Cyrus_T_Virus @Apple wait no im okay here but yeah actually we should burn it down","negative"
1015,"@apple @verizon where the fuck is my phone it shouldn't take this long.","negative"
1022,"@LIMFestival lolol. Stupid phone. Should say best and most varied. @apple sort this phone out. Apols.","negative"
1023,"Shockingly, iMessage on the desktop is fucked up again. Great work, @apple. Seriously, on point with network services as only you can do.","negative"
1027,"@Apple - What if I don't want my money going to Africa to fight AIDS?  We have problems here we need to fight.

#apple #africa @cnn #cnn","negative"
1033,"my laptop battery went straight from 60% to 3% @apple","negative"
1034,"Last yearI bought 'Superman' and 'Superman Returns' from @iTunes, now they aren't available for me to stream, and @apple has no real answer.","negative"
1035,"I will definitely think carefully in the future about buying something from @itunes if @apple Support can't even tell me what's going wrong.","negative"
1045,"THIS 16GB IS GOING TO KILL ME. IM THIS CLOSE TO TAKING A SHIT ON MY PHONE @Iphone @apple","negative"
1055,"if i fail poli sci because of this fucking laptop i'm suing @apple","negative"
1058,"Wtf.. My phone is in do not disturb and I'm still getting notifications.. Fix this shit @Applebees @apple","negative"
1059,"Currently on hold with @Apple in Cupertino to try to set up a Genius Bar appointment in Madrid #dontask","negative"
1062,"you just did too much you asshole. @apple get your shit together.","negative"
1063,"So @apple wouldn't fix my phone and claims that I didn't tell them to screen was fucked.","negative"
1069,"#iPhone6 users complain to @Apple [#Apple] about front. (#Wednesday, 3 #December) http://t.co/PiCjZ3u6us","negative"
1081,".@google Trumps @Apple In Streaming Media Sales http://t.co/c46Dr8M3gA","negative"
1082,"Apple Secretly Deleted iPod Owners' Songs Downloaded From Competing Music Services http://t.co/glvCdIKMwG #AAPL","negative"
1083,"dear @apple, 

why oh why do I have to baby sit copying files in the POS Finder? it's not like copying files is hard. oh wait, it's you.","negative"
1085,"@apple please get yourself together! I need my products to work!","negative"
1086,"dear @apple,

now it's MY fault that your POS Macbook airquotes PRO does not have fast ports. drop the PRO in the future. #toycomputer","negative"
1087,"@apple Hi! A few days ago I purchase 2 ringtones and non of them appear on my phone or purchased, but they appear in my credit card","negative"
1090,"As the sun devils were making their 20-2 run on us, my phone called 4 people and hung up on them all on it's own. WTF! #iphoneissues @apple","negative"
1091,"#Apple admits it deleted songs purchased through competing stores from iPods ... - http://t.co/5YDlxI8TJ5 #AAPL #RealNetworks","negative"
1092,"@UNLVgirl @Apple gotta switch to that Android life #Galaxy","negative"
1094,"Not happy @Apple have caused this to happen through a #osx system update, still on Mavericks @jetbrains http://t.co/Uyd4qUSZ7Z","negative"
1096,"@Apple is becoming very petty about not allowing certain Apple Dev resources work in Chrome.","negative"
1097,"@PaulYarns @beatsbydre @BeatsSupport @Apple I agree about apple. Their customer service is based on condescending employees treating","negative"
1100,"Is there anything more maddening than notifications re-appearing with app upgrade? @Apple","negative"
1104,"@Apple your chargers SUCK","negative"
1105,"more* fuck you @iphone @apple","negative"
1107,"#AAPL:Apple Inc. (AAPL) Falls For Week Because Of Monday Morning Drop...http://t.co/ut65KwzukC","negative"
1112,"My fix for syncdefaultsd crashing every five minutes and losing preference settings: keep System Preferences open @Apple","negative"
1113,"#ios8 upgrade creates #cutandpaste problems @apple not impressed. Anyone else ha","negative"
1114,"@iTunes @apple my music library wont sync new music etc, iTunes tells me sync completed, nothing new uploaded,how do I fix this? FRUSTRATING","negative"
1115,"@apple fucking let everyone name the group chats their own things please and thanks","negative"
1116,"@Apple honestly sucks","negative"
1117,".@andrewdmilam @WintekNOC @Apple @netflix @google You get 6ms ping. I get no connection. Thanks @comcast http://t.co/yRPSypXgGi","negative"
1118,"@Apple, Yosemite needs a lot more testing. Just hooked machine to Thunderbolt Display and was greeted with this. http://t.co/93qCPkJX9m","negative"
1120,"How do I only have 12.7 GB used if my phone is 16 GB? @Apple http://t.co/itSSqNqLIa","negative"
1121,"@apple make some better chargers fam or make them cheaper cuz rn this ain't getting the job done","negative"
1122,"Has anyone figured out why @Apple iPhones randomly lose their contacts for a few hours for no reason? #wth","negative"
1123,"how can my phone die while plugged in wtf @apple","negative"
1124,"Hey @apple @sprint I'm not a fan of your latest commercial!!","negative"
1125,"how is 41 degrees nice weather @apple http://t.co/kcGV7iynpw","negative"
1126,"@Apple accused of deleting songs from #iPods without users' knowledge http://t.co/hujK0yawTO","negative"
1128,"@Google Chrome Books OVERTAKE @Apple devices in the Education market! http://t.co/HOSTWl2Udg via @CNET","negative"
1132,"over 1 hour on hold with @apple customer service trying to figure their messup o http://t.co/E5gCvoJTPO","negative"
1135,"Fuck you @apple","negative"
1136,"RT @Shuevey: Fuck you @apple","negative"
1138,"iPhone chargers can suck my ass @apple #disappointed","negative"
1140,"Aye forreal tho done w yo bs @Apple","negative"
1142,"@Apple, how does the word 'demographic' not have any synonyms attached in your dictionary application #incompetence","negative"
1144,"Wtf @apple y'all shit be cheap. http://t.co/jeOimq3HNA","negative"
1146,"RT @WeeWiii: Wtf @apple y'all shit be cheap. http://t.co/jeOimq3HNA","negative"
1149,"iPhone battery life takes the piss sort it out @apple iphone #iphone #apple http://t.co/6f1QuV2DUt","negative"
1151,"Seriously wtf iPhone. It's been fucking up all day, now it won't let me set my alarm for my 9:30 lecture. Fkn @apple you can pay my tuition","negative"
1152,"'@JamesLoera: @mariah_reagan true.. Silly iPhone' @apple get your life together","negative"
1153,"RT @mariah_reagan: '@JamesLoera: @mariah_reagan true.. Silly iPhone' @apple get your life together","negative"
1154,"@apple u niggas really put this weak ass album n this gay ass artwork on my iPhone? Im bout to go buy my first Galaxy http://t.co/WzJfN9WKMs","negative"
1155,"Apple Inc. Fails App Store Trademark Appeal http://t.co/B2dCY6BilY #AAPL","negative"
1156,"@Apple removed songs from iPods without telling customers http://t.co/C29jxFuNcJ","negative"
1157,"@apple why is it that your iPhone's alarm fails to work sometimes?? I missed 3 bonus points from a class because of this. Sooooo annoyed","negative"
1160,"I'm so done with this piece of shit phone why doesn't it ever send me notifications when taylor tweets fuck u @apple","negative"
1166,"where's a freaking gelato emoji when you one? (cc: @apple)","negative"
1167,"Oh @apple, how many Feedback Assistant messages do I have to send before you do anything about it?","negative"
1168,"@agiletortoise Once again @apple is inconsistent with app rules to maintain their Plausible Deniability. Sorry to hear that Greg @draftsapp","negative"
1173,"I thought this shit was suppose to be gorilla glass @apple","negative"
1181,"@DUNS4Apple @sashametro @Apple Your definition of 'easy' is warped. Thanks for the useless corporate speak.","negative"
1183,"11am and 20% battery. Die, @apple","negative"
1184,"@EE Did that yesterday... again! Told the issue was with @Apple not @EE .This has just added to the worst 3 months of customer service ever!","negative"
1186,"When is @apple going to stop producing these pieces of shit earphones? Its about time for earphones that dont tangle! http://t.co/qFSHqwc4Zj","negative"
1195,"thank you Mr Smug @apple @traffordcentre who told me I was at fault for lightening cable breaking. Err no just read the forums. #Crapcable","negative"
1196,"@wastwater1 l agree with you, they're about as robust as a chocolate fire guard @Apple @traffordcentre","negative"
1199,"@edvones @Apple @traffordcentre 'But you see sir, its how you handle them' No its not if so robust why a wall full of them....#appleporkies","negative"
1201,"@smiIingbarakat @Apple YEAH APPLE UR SLACKIN","negative"
1205,"Well thanks @apple for losing over 5000 of my songs off my classic and now every photo i had on my itouch was deleted. #greatcompany","negative"
1209,"why does @Apple take so long to send you the password reset email #ipod #apple #soslow","negative"
1210,"@wastwater1 make them poor to increase profits? #cynic @Apple @traffordcentre","negative"
1214,"Walked into work and seen this . Who tf traded in a bent up ass iPhone. @apple yall needa fix this shit http://t.co/41AD2aQig3","negative"
1215,"Almost want back to an android because why won't Apple have torrent?@apple","negative"
1225,"@engadget why are apple users surprised? @apple tells them how to hold their phones what's on their phones &amp; what they can listen to #isheep","negative"
1227,"@Apple  you need to sort your phones out.","negative"
1230,"@apple Why is your NYC Grand Central store so bad when it comes to service? 14th Street is much, much better...","negative"
1234,"Fuck you @Apple my phone has been searching for service for almost a complete day","negative"
1236,"RT @BGPublic: Even MORE reason for @Apple to stop using benzene in its manufacturing.

http://t.co/NjdYqwfVAE","negative"
1239,"I've been waiting 2 months for my iPhone 6+ what the fuck @Apple @ATT","negative"
1243,"@Samsung is way better than @Apple","negative"
1245,"BLOCK TRADE detected in #AAPL","negative"
1246,"I truly feel @Apple #apple needs to do more with iTunes Match to make it worth it.","negative"
1249,"Is this happening on your #iTunes account? @Apple is secretly deleting your non-iTunes music. http://t.co/zo2aMRYg9i","negative"
1253,"Hey @apple, fuck you for thinking I want text messages to pop up on my computer, iPad and phone.. #ThisIsWhyPeopleGetMurdered","negative"
1255,"If you offer @apple feedback on their messaging program, the webpage is from iChat (so like 2010): http://t.co/vw1DpEB4fH","negative"
1257,"@apple you are loosing all the things that used to make you so much better to live with than windows","negative"
1259,"I don't undestand how @SYFNews #CreditCare website doesn't work on @Apple prod-Had to request paper bills #WhatYearIsIt #poorcustomerservice","negative"
1263,"BLOCK TRADE detected in #AAPL","negative"
1274,"okay so now the sound to my phone is messed up..I really think you're doing this on purpose @apple","negative"
1276,"What the hell is this @apple @WhatsApp #glitches http://t.co/iKuRl4iUOE","negative"
1278,"RT @ProzacNation_: 11am and 20% battery. Die, @apple","negative"
1287,"what are you talking about @Apple I back it up all the time http://t.co/6imGXmhwNJ","negative"
1295,"BLOCK TRADE detected in #AAPL","negative"
1300,"@zagkmerrick wtf @apple fix this","negative"
1304,"@radbarakat @Apple i dOMT THINK SO","negative"
1308,"Apple named 10th-most disruptive idea in the past 85 years by Businessweek $AAPL #aapl
http://t.co/SSgwEY3DvN","negative"
1310,"RT @JPDesloges: Apple named 10th-most disruptive idea in the past 85 years by Businessweek $AAPL #aapl
http://t.co/SSgwEY3DvN","negative"
1312,"#PeroQueMorro !!!! 'Lawyers say #iPods deleted songs not purchased from @Apple' https://t.co/Q0klhG3VEx via @gigaom","negative"
1325,"I could really kick @apple 's ass. This iPhone 6 battery sucks moldy dick on a Tuesday night ! Worst shit ever. Only last 4 fucking hours.","negative"
1326,"Disgusted with @apple advertising for the iPad air. #falseadvertising #nono","negative"
1328,"Done with this iPhone 6 plus Apple or sprint giving me my bread back. Trash ass phone full of fuck ups @sprint @apple","negative"
1329,"RT @jgreerthaatruth: Done with this iPhone 6 plus Apple or sprint giving me my bread back. Trash ass phone full of fuck ups @sprint @apple","negative"
1334,"@Apple ay cuhz step your shit up,have a good phone with a real charger ready by february or we outro","negative"
1335,"An OSX update just bricked my MacBook Pro!. @apple fuck..","negative"
1336,"#AAPL:A Developer Perfectly Summed Up The Limitations Of The Apple Watch...http://t.co/xv4HImX5ub","negative"
1339,"The CEO of @evernote warns wearables makers that tech needs productivity, not novelty like @apple Siri 

http://t.co/6I3wMJ8M2t","negative"
1352,"@nheagy @apple needs to stop auto arranging the home screen, and allow users to position apps wherever they want.","negative"
1356,"Lol fuck you @apple, if I'm going to pay you my left arm &amp; leg for a product.. make it last for more then a couple months #ShittyChargers","negative"
1357,"I have no more storage left. Fuck you @apple","negative"
1370,"@jmroubinek I wish @apple would do something similar! Its almost worth switching to samsung for it","negative"
1373,"@PCAudioLabs is in and @Apple is out at Emanon Records.  Apple was premium product. Now it is an average product with a premium price.","negative"
1376,"My iPAD is playing disgusting music and I cannot make it stop. HELP! @apple","negative"
1379,"iCloud Drive quirk: delete a folder with stuff...it reappears with same stuff.  #icloud @apple","negative"
1389,"Spent 6000 EUR at Apple. iPhone 6 camera no longer works.Told I got water in it,I did not. Unacceptable customer service @apple","negative"
1392,"RT @slawfr: Spent 6000 EUR at Apple. iPhone 6 camera no longer works.Told I got water in it,I did not. Unacceptable customer service @apple","negative"
1396,"New @apple problem. At airport. Boarding pass on phone. Held up to scanner at security, and my #ApplePay credit card takes over screen.","negative"
1399,"@Apple deleted users' non-#iTunes music and didn't tell them about it http://t.co/UyT2ePDlTw via @Appy_Geek #apple #music","negative"
1401,"iOS 8.1 has fucked my battery life on my iPhone 6. Really starting to wonder if @apple has any quality control anymore. Wish I was on 8.01","negative"
1403,"what maketh thee of this pesky 'b' that appears at the end of people's text messages, @apple @tim_cook?","negative"
1406,"Apple 'deleted' rivals' music from iPods, court hears - http://t.co/R8Rrb2IXmb @apple #Apple #ITunes #iPods http://t.co/bx2wiJokSX","negative"
1420,"Very displeased with the lack of #BDSM themed #Emojis. @Apple @Android","negative"
1421,"second phone charger broke in two weeks @apple i hate you","negative"
1422,"No @macbook today,charger broken .help please @apple what can i do...","negative"
1424,"Hey @Apple can you fix Safari your querySelectorAll so jQuery unit tests pass?  https://t.co/aTZHzXWGu1 http://t.co/ggPgET4812","negative"
1426,"'An overarching conspiracy' @Apple, @google, @DisneyPixar, &amp; more accused of suppressing worker compensation. http://t.co/fGWyAxmasC","negative"
1427,"my phone was on 19 percent and then it shut off okay @apple fuck you","negative"
1434,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1437,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1440,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1442,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1473,"RT @Proto_Zsay: what maketh thee of this pesky 'b' that appears at the end of people's text messages, @apple @tim_cook?","negative"
1480,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1482,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1493,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1495,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1497,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1506,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1513,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1515,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1516,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1518,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1523,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1527,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1530,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1533,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1538,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1540,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1542,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1543,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1544,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1551,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1552,"@OneRepublic @Apple Hahha All Apple Users have the Same Problem /

Low Batteries..","negative"
1568,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1582,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1584,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1591,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1592,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1594,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1600,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1607,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1609,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1614,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1620,"Mark #Zuckerberg Takes Shot At #Apple #AAPL #FB  http://t.co/9U3UYhrZeM via @benzinga","negative"
1624,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1625,"OK, @apple - I guess app developers should takethis weeek off, huh? http://t.co/3w6XEgxEW4","negative"
1630,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1636,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1642,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1643,"Phone just died while it was plug in. @apple what the hell?","negative"
1644,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1647,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1648,"@OneRepublic @Apple That's what I was thinking today! After nearly two years mine only lasts for four hours now :(","negative"
1652,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1661,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1663,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1673,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1674,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1681,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1682,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1691,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1693,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1699,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1700,"why the fuck are all my messages being sent through my email and not phone number @apple","negative"
1704,"#AAPL Lawsuit: #Apple Deleted Songs From iPods Without Telling Users: According to The Guardian, Apple deleted... http://t.co/S9usqrgOAV","negative"
1709,"Can someone @apple tell me why I now have to reset my AppleTV every other day? Interesting that there's a IR remote code to reset the box.","negative"
1711,"#AAPL:Apple deleted music from customers' iPods...http://t.co/ieyvCmYgaV","negative"
1712,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1714,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1716,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1719,"@Apple tree who knows. Maybe the cop didn't get a cig deal.  Senseless.","negative"
1721,"@apple is this how you train your employees to deal with issues?? To hang up on the customer? After 15 fucking minutes of me waiting on hold","negative"
1726,"Finally got my iPhone 6 in the mail and it comes out of the box with a busted screen.  Thanks @apple","negative"
1728,"iTunes is pissing me tf off @apple","negative"
1736,"@morrisjordan42 I would say it had a good life but fuck man, little guy was only like 3 mths old, fck u @apple and ur piece of shit chargers","negative"
1741,"@apple pls make better chargers :)","negative"
1749,"Waited until I finished #dissertating to install #yosemite on my aging MacBook. Yikes @apple, those icons sure are #ugly!","negative"
1753,"Thought this just happened to me. Why I HATE @apple to this day. http://t.co/19G2JYZOGI via @rollingstone","negative"
1761,"Whoever works on the @apple iTunesConnect backend needs a good slap across the back of the head. Bad #UX and vague error messages ahoy.","negative"
1764,"@apple please work on being able to still use your phone when someone calls you so I can successfully ignore my moms call while on Twitter","negative"
1769,"My Iphone just autocorrected believe to beiber. @apple how hard do you guys need to give it up?","negative"
1771,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1779,"WHAT THE ACTUAL FUCK @apple","negative"
1780,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1783,"Ugh so annoyed, 3 chargers in the last 4 weeks I hate you @apple","negative"
1785,"The Slow Food Movement is a Metaphor for the platform strategy of Apple on iPhone, iPad and Apple Watch. #AAPL","negative"
